"","id","average_depth","anomaly_score","state","status"
"2515",2515,7.06,0.62,"normal","normal"
"2516",2516,5.88,0.67,"anomalia","anomalia"
"2517",2517,5.38,0.69,"anomalia","anomalia"
"2518",2518,7.3,0.61,"normal","normal"
"2519",2519,6.66,0.64,"anomalia","anomalia"
"2520",2520,7.15,0.62,"normal","normal"
"2521",2521,6.13,0.66,"anomalia","anomalia"
"2522",2522,6.85,0.63,"anomalia","anomalia"
"2523",2523,5.19,0.7,"anomalia","anomalia"
"2524",2524,4.25,0.75,"anomalia","anomalia"
"2525",2525,5.03,0.71,"anomalia","anomalia"
